# Summary stats for batch processing of regression models
# timestamp: 2021-03-31 15:52:14
# ISR
# ------------------------

"ID","fileName","p_val","F_val"
77,"ranFile077.csv",0.194483660188664,1.64005929916685
78,"ranFile078.csv",0.0235779092019794,3.75893242642575
79,"ranFile079.csv",0.761701974296757,0.272268589213173
80,"ranFile080.csv",0.445558443752365,0.809147054322783
81,"ranFile081.csv",0.186222415698282,1.68534186601062
82,"ranFile082.csv",0.489180087664651,0.715515457142499
83,"ranFile083.csv",0.32542421774296,1.12375875880765
84,"ranFile084.csv",0.242460095538663,1.41850514755377
85,"ranFile085.csv",0.186757857935521,1.68042324573058
86,"ranFile086.csv",0.297323648657661,1.21469132189987
87,"ranFile087.csv",0.646687430272389,0.436130391932661
88,"ranFile088.csv",0.846020052428084,0.167239052835968
89,"ranFile089.csv",0.734188611750509,0.309146402617616
90,"ranFile090.csv",0.240939268198375,1.42549124403063
91,"ranFile091.csv",0.962228279250176,0.0385059095280852
92,"ranFile092.csv",0.810227242667908,0.210482546083323
93,"ranFile093.csv",0.425304507984176,0.855516307993272
94,"ranFile094.csv",0.336682216056574,1.08994393383944
95,"ranFile095.csv",0.486332993937035,0.721436847494612
96,"ranFile096.csv",0.557450612358999,0.584687204979316
97,"ranFile097.csv",0.84310941144333,0.170694281585813
98,"ranFile098.csv",0.250159350034566,1.38851830675745
99,"ranFile099.csv",0.0987596553261204,2.32013442421228
100,"ranFile100.csv",0.583978694708522,0.538159758906912
